Species,Species_full,ID,Sex,Date,Set,Attempt,Playback,Number,Time,Response,Notes,Reviewed,Exclude,call_duration,peak_freq,min_freq,max_freq,bandw,entropy,peaks,pulses_call,calls_callgroup,sum_pulse_duration_callgroup,duration_callgroup,call_rate_used,duty_cycle,file_time_with_sound
Lamp_brach,Lampronycteris brachiotis,Patricia,F,6/3/19,3,1,V. zederstedi,12,20:25,0,"big kiss sound maybe 20 s after trial end. (bat approached). Flighty, lots around me, maybe ear twitches when perched. Sticking around wall",,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Micr_micr,Micronycteris microtis,6- Right Butt,M,12/11/18,3,1,White noise,20,20:04,0,"board reads ""c.wheeleri"" ; [batid naming somewhat confused for mic.mics. This bat was called Right shoulder in in OG data sheet and ""5-Right Shoulder-2"" in  this file, but tagged R-Butt-6 in video and video folder names. confirmed matching ids by matching playback order in videos and datasheets, as well as date and behavior. renamed  in this file to ""6- Right Butt""]",,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Lonc_auri,Lonchorina aurita,Basti,M,2/12/19,1,1,Mouse rustles,10,21:37,2,"briefly, I don’t think this bat does 1",,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Phyl_disc,Phyllostomus discolor,Samwise,M,1/27/19,1,1,Q. gigas,5,20:06,2,"briefly, still grooming",,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Tona_saur,Tonatia saurophila,Tona_saur_01,M,1/4/19,3,1,Q. gigas,12,19:55,1,but distrurbed by dog outside,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Micr_schm,Micronycteris schmidtorum,Micr_schm_1,M,6/17/19,1,1,S. sila,7,20:02,0,but echolocating at things- twitches ears when echolocating?,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Phyl_hast,Phyllostomus hastatus,Jafar,M,2/3/19,1,1,Beetle flight,21,23:08,2,"but hard to say, a bat flying around the cage",,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Lonc_auri,Lonchorina aurita,Basti,M,2/12/19,1,1,A. spatulata,21,22:17,0,but maybe a little something,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Gard_cren,Gardnerycteris crenulatum,Otis_Redding,M,2/14/19,3,1,V. zederstedi,4,21:59,0,but maybe veered close,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Micr_schm,Micronycteris schmidtorum,Micr_schm_1,M,6/17/19,1,1,A. spatulata,4,19:52,1,but no turn,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Phyl_disc,Phyllostomus discolor,Mrs_Potts,F,1/14/19,3,1,V. zederstedi,17,20:30,1,but not strong,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Phyl_disc,Phyllostomus discolor,Samwise,M,1/27/19,1,1,Frog hopping,20,21:08,1,but not strong,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Phyl_disc,Phyllostomus discolor,Samwise,M,1/27/19,1,1,Acla sp.,8,20:17,1,but very small,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Trac_cirr,Trachops cirrhosus,Lucy 2018-20,F,11/13/18,2,1,S. sila,20,20:12,1,"but very small, review, could also have been 2 ON REVIEW: 1 seems good",Y,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Micr_hirs,Micronycteris hirsuta,Joan_of_Arc,F,11/7/18,,1,Q. gigas,6,21:59,0,calling socially,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Micr_hirs,Micronycteris hirsuta,Joan_of_Arc,F,11/7/18,,1,Aclodes sp.,14,10:35,0,"calling socially, left in the middle and flew around table, but not really towards it",,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Phyl_hast,Phyllostomus hastatus,King Lear,M,2/1/19,?,1,Frog hopping,10,19:56,0,camera repeated because sound was muted first attempt,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Arti_jama,Artibeus jamaicensis,Margarito,M,10/26/18,3,1,White noise,6,20:50,0,caminando mucho,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Arti_jama,Artibeus jamaicensis,Margarito,M,10/26/18,3,1,Acla sp.,7,20:53,0,caminando mucho,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Arti_jama,Artibeus jamaicensis,Arti_jama_5,F,10/2/18,1,1,Frog hopping,19,23:24,0,caminando y volando mucho de la jaula,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Phyl_disc,Phyllostomus discolor,Crake,M,1/26/19,2,1,P. pustulosus,5,23:31,0,car started in the backgrouund,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,H. frenatus,1,22:10,1,"caught and housed with Candy and Nathaniel, tested second on first night and released",,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Glyp_davi,Glyphonycteris daviesi,Glyph_davi_1,M,3/17/19,1,1,White noise,4,19:33,4,chased a moth flying around the light in the middle,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Loph_silv,Lophostoma silvicolum,Loph_silv_9ish (8),M,1/9/19,1,1,Q. gigas,extra,,4,CHECK - on review: 3,Y,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Loph_silv,Lophostoma silvicolum,Loph_silv_9ish (8),M,1/9/19,1,1,D. gigliotosi,extra,,3,"check - on review: 4, no change",Y,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,Q. gigas,2,7:12,4,check - ON REVIEW: approached very close just as recording ended. ,Y,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Phyl_disc,Phyllostomus discolor,Crake,M,1/26/19,2,1,A. spatulata,11,23:57,1,"check and see if bat was doing scanning behavior before trial start- on review, seemed to start after trial start",,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Phyl_hast,Phyllostomus hastatus,King Lear,M,2/1/19,?,1,White noise,6,19:38,1,"check beginning, ears twitching a little bit - confirmed on review",Y,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Lamp_brach,Lampronycteris brachiotis,Patricia,F,6/3/19,3,1,A. spatulata,1,19:35,0,"check cam 2- walked past cam, so a litle after that. Kiss noise after stop. Flighty, very very agile, hovered in front of camera and around cords",Y,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Arti_jama,Artibeus jamaicensis,Don_Hector,M,10/18/18,1,1,D. gigliotosi ,18,20:42,0,check camera - confirmed on review,Y,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,Mouse rustles,16,22:57,2,check camera - no obvious difference on review,Y,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Micr_hirs,Micronycteris hirsuta,Ghandi,M,11/8/18,2,1,Q. gigas,14,22:40,2,check camera - on review confirmed,Y,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Phyl_hast,Phyllostomus hastatus,Phyl_hast_03 / Ender,M,1/25/19,1,1,D. ebraccatus,5,19:07,1,"check camera - on review, 1 is best guess",Y,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Arti_jama,Artibeus jamaicensis,Arti_jama_6,M,10/3/18,2,1,D. ebraccatus,13,20:18,0,check camera- on review: 0 (was 1),Y,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Micr_hirs,Micronycteris hirsuta,Ghandi,M,11/8/18,2,1,Frog hopping,4,21:52,1,"check camera, calling, but also looked toward camera - ON REVIEW, 1 is best call (was 2)",Y,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Micr_hirs,Micronycteris hirsuta,Solomon,M,11/7/18,2,1,Frog hopping,18,19:59,3,"check camera, maybe 4, did a little social call beep right after call at end  - on review, probably 3 (same(",Y,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Trac_cirr,Trachops cirrhosus,Trac_cirr_9/ Rasputin,M,11/2/18,2,1,A. spatulata,16,19:27,2,"check camera, response fairly strong even between grooming, not sure if ""orients towards camera"" - 1 seems best",Y,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Phyl_hast,Phyllostomus hastatus,Phyl_hast_03 / Ender,M,1/25/19,1,1,Mouse rustles,2,18:54,1,"check camera, stronger in beginning of call - on review, 1 (no change)",Y,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Micr_hirs,Micronycteris hirsuta,Mother_Theresa,F,11/9/18,2,1,T. rapicauda,7,20:38,1,"check camera, waiting a bit for her to stop grooming - 1 seems good, very clear twitch response that did not extend beyond call. Grooming throughout",Y,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Trac_cirr,Trachops cirrhosus,Trac_cirr_9/ Rasputin,M,11/2/18,2,1,Beetle flight,15,19:23,2,"check camera, was flighty before sound started - on review, 2, (was 1), oriented  a fair bit",Y,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Phyl_hast,Phyllostomus hastatus,King Lear,M,2/1/19,?,1,S. sila,12,20:06:00 PM,0,"check camera, was twitching, not strongly - on review I think 0 (was 1)",Y,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Loph_silv,Lophostoma silvicolum,Artax,M,10/16/18,1,1,Beetle flight,11,22:43,1,"check camera: on review: 1, orienting more towards tester. Not a super strong 1, but def a 1. ",Y,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Micr_micr,Micronycteris microtis,4- Left Shoulder,F,12/10/18,2,1,C. wheeleri,9,21:07,0,"check other camera angle, not sure if it was realy close- on review doen't seem to be anything. ",Y,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Loph_silv,Lophostoma silvicolum,Summit,M,1/31/19,2,1,Q. gigas,8,23:29,4,"check other camera, around 30:00 in. Camera 1 ends too soon, but the bat does seem to pass several times at the very end. ",Y,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Micr_hirs,Micronycteris hirsuta,Solomon,M,11/7/18,2,1,A. spatulata,5,18:57,1,"check other camera, review - ON REVIEW: solid 1, I think you can't say more than that",Y,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,T. subfalcata,9,7:42,4,"check vid - ON REVIEW (cam 2 starts about 29:46). Flighty. Flew towards cam RIGHT at start, then flighty. Will leave at 4. ",Y,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,Frog hopping,1,7:07,4,"check vid redo - seem to have started cam 2 after this trial (why I said redo), but does seem to be 4. probably better to use second try",Y,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Micr_micr,Micronycteris microtis,Micr_micr_01,M,7/17/18,2,1,H. fleishmanni,3,1:37,0,check vid. Might have moved in beginning - ON REVIEW : 1 (from 0) frog sounds very loud?,Y,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Micr_micr,Micronycteris microtis,Micr_micr_01,M,7/17/18,2,1,V. zederstedi,16,2:18,0,check vid. Might have moved in beginning - ON REVIEW: 0 (from 1) - mostly sleeping,Y,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Gard_cren,Gardnerycteris crenulatum,Caleb,M,7/3/19,3,1,Q. gigas,6,21:51,1,"check video, possible approach, but maybe not. Played 3x. Oon review, no evidence of approach. ",Y,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Trac_cirr,Trachops cirrhosus,Squirt,F,7/20/18,3,1,A. spatulata,8,19:49,2,"check video. I think responded to a gladiator frog outside, other video may show better - ON REVIEW: exactly what happened. Clear 2, but then responded to gladiator frog outside. ",Y,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_2,F,1/8/19,3,1,V. zederstedi,8,0:41,1,"check, maybe 2 in the beginning on review: 1 is best, nice and clear though. ",Y,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Trac_cirr,Trachops cirrhosus,2018-18?,M,8/2/18,2,1,White noise,14,:55,4,"circled around the speakers very closely, maybe touched speaker, review video - ( cam 1 terrible video) - ON REVIEW: no change.  cam2 vid2 ~7:10, close approach but no attack. Clear 4 though. ",Y,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Micr_micr,Micronycteris microtis,6- Right Butt,M,12/11/18,3,1,A. spatulata,13,19:22,4,"circled over the speakers several times; [batid naming somewhat confused for mic.mics. This bat was called Right shoulder in in OG data sheet and ""5-Right Shoulder-2"" in  this file, but tagged R-Butt-6 in video and video folder names. confirmed matching ids by matching playback order in videos and datasheets, as well as date and behavior. renamed  in this file to ""6- Right Butt""]",,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Tona_saur,Tonatia saurophila,Tona_saur_02,M,6/24/19,NA,2,White noise,10,20:13,1,clear and persistent,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Phyl_hast,Phyllostomus hastatus,Phyl_hast_02/ Falcor,M,10/9/18,2,1,Aclodes sp.,13,20:03,0,climbing and flying everywhere,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Arti_jama,Artibeus jamaicensis,Arti_jama_3,M,9/26/18,1,1,P. pustulosus,1,19:52,0,comentario general; Olvidamos apagar la camara por lo tanto grabo mucho tiempo despues.,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,Z. smaragdina,2,18:39,1,"Con interes al inicio, pero al final su interes fue poco.",,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Loph_silv,Lophostoma silvicolum,Artax,M,10/16/18,1,1,C. wheeleri,19,23:10,1,could 1 - ON REVIEW: clear 1,Y,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Loph_silv,Lophostoma silvicolum,Artax,M,10/16/18,1,1,Aclodes sp.,18,23:07,0,"could be 1, review on review: 0 is okay",Y,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Phyl_hast,Phyllostomus hastatus,Phyl_hast_01,M,9/24/18,2,1,Aclodes sp.,7,:43,1,"crawled from wall generally towards speaker on ground: upon review, I tink 1",Y,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Phyl_hast,Phyllostomus hastatus,Zazoo,M,2/2/19,2,1,D. diastema,19,20:43,0,crawling,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Phyl_disc,Phyllostomus discolor,02-Gaston,M,1/15/19,3,1,Acla sp.,5,23:19,0,crawling a lot,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Arti_jama,Artibeus jamaicensis,Arti_jama_6,M,10/3/18,2,1,V. zederstedi,4,19:37,0,crawling on cage,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Phyl_disc,Phyllostomus discolor,Mrs_Potts,F,1/14/19,3,1,A. spatulata,12,20:08,1,"crawly and then grooming, back wall",,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,Aclodes sp.,10,22:58,0,crawly or flighty. 0 or 4? On review: Cam 2 starts at 39:52: seems like 0 ,Y,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Lonc_auri,Lonchorina aurita,Basti,M,2/12/19,1,1,H. fleishmanni,18,22:08,0,cute sleepy but awake,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Loph_silv,Lophostoma silvicolum,Tennison,M,2/15/19,3 (ultrasonic 1),1,A. spatulata,12,19:42,2,declined by the end,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Phyl_disc,Phyllostomus discolor,Mrs_Potts,F,1/14/19,3,1,Mouse rustles,23R,20:59,1,definitely 1 but no more,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Trac_cirr,Trachops cirrhosus,Squirt,F,7/20/18,3,1,Frog hopping,18,20:22,1,"did she try to cath a moth at the very very end of this video? (if so, out of frame)",,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Phyl_hast,Phyllostomus hastatus,King Lear,M,2/1/19,?,1,T. subfalcata,8,19:47,0,didn't change time stamp,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Loph_silv,Lophostoma silvicolum,Eldridge,M,4/16/19,3,2,A. spatulata,20,20:13,1,didn’t habituate much,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,T. rapicauda,6,7:31,0,didn’t see second chirp reaction,,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_1,M,1/8/19,3,1,D. gigliotosi,19,23:01,0,directly above,,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Arti_jama,Artibeus jamaicensis,Arti_jama_7,M,10/3/18,2,1,P. pustulosus,1,22:12,1,distraido con los sonidos de afuera,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Arti_jama,Artibeus jamaicensis,Arti_jama_7,M,10/3/18,2,1,Aclodes sp.,2,22:15,1,distraido con los sonidos de afuera,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Arti_jama,Artibeus jamaicensis,Arti_jama_7,M,10/3/18,2,1,Frog hopping,7,22:30,1,distraido con los sonidos de afuera,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Arti_jama,Artibeus jamaicensis,Arti_jama_7,M,10/3/18,2,1,Anaxipha sp. ,19,23:06,1,distraido con los sonidos de afuera ,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Arti_jama,Artibeus jamaicensis,Arti_jama_7,M,10/3/18,2,1,Z. smaragdina,13,22:48,0,"distraido con los sonidos de afuera, hace reaccion a otro sonido.",,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Lonc_auri,Lonchorina aurita,Basti,M,2/12/19,1,1,Acla sp.,1,20:54,0,"doing noseleaf search thing, but no chance when call happens",,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Phyl_disc,Phyllostomus discolor,Samwise,M,1/27/19,1,1,T. subfalcata,17,20:52,1,"doing scanning behavior with head, mostly grooming, response not strong",,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Tona_saur,Tonatia saurophila,Tona_saur_02,M,6/24/19,NA,2,Acla sp.,3,19:32,0,done grooming,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Phyl_disc,Phyllostomus discolor,Samwise,M,1/27/19,1,1,T. rapicauda,7,20:13,0,"done grooming before start, back to hanging still",,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Arti_jama,Artibeus jamaicensis,Arti_jama_02,M,9/26/18,3,1,T. subfalcata,16,22:28,0,door opened outside,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Glyp_davi,Glyphonycteris daviesi,Glyph_davi_1,M,3/17/19,1,1,S. sila,7,19:43,0,drank and chased a moth,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Arti_jama,Artibeus jamaicensis,Don_Hector,M,10/18/18,1,1,S. sila,14,20:28,0,drinking water,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,Frog hopping,17,22:45,0,Duermiendo ,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Phyl_hast,Phyllostomus hastatus,Notre Dame,M,3/3/19,3,1,Anaxipha sp. ,3,19:13,2,"during each call, grooming after each",,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Lamp_brach,Lampronycteris brachiotis,Lamp_brach_01,,9/20/18,1,1,C. wheeleri,8,19:31,0,Durmiendo,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Arti_jama,Artibeus jamaicensis,Margarito,M,10/26/18,3,1,Z. smaragdina,20,21:41,0,"El murcielago se perdio, estaba detras de la percha, por lo tanto demoramos un poco en buscarlo y el test comenzo a las 22:00",,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
